Episode,Timestep_Entry,Price_Entry,Timestep_Exit,Price_Exit,PnL,Entry_Action,Exit_Action
343,90,20000.8,94,20000.5,-44.58,0,1
344,0,20000.2,2,20002,-184.58,1,0
344,4,20003.2,6,19993.8,-194.58,0,1
344,7,20000.2,8,19995,100.42,1,0
344,9,20002.2,13,19999.5,-14.58,1,0
344,14,19998.8,15,20000,-29.58,1,0
344,18,20002.5,23,20007.8,-109.58,1,0
344,25,20006,27,20007,15.42,0,1
344,29,20006.2,30,20007.8,-34.58,1,0
344,31,20009,35,20004.8,-34.58,0,1
344,36,20004.2,37,20006.2,-44.58,1,0
344,38,20006.2,40,20008.5,-49.58,1,0
344,41,20007.8,42,20008,0.42,0,1
344,43,20008.2,48,20008.8,-14.58,1,0
344,49,20008.2,50,20009.5,-29.58,1,0
344,51,20009.5,52,20008.2,-29.58,0,1
344,53,20008.2,56,20009,10.42,0,1
344,57,20005.2,59,20010.2,-54.58,1,0
344,60,20010.2,61,20009.8,-14.58,0,1
344,62,20010.2,66,20009.8,-9.58,0,1
344,67,20007.8,68,20007,-19.58,0,1
344,69,20007.8,70,20008.8,-24.58,1,0
344,71,20008.8,72,20007.2,-34.58,0,1
344,74,20006.5,76,20005.2,-4.58,1,0
344,77,20006.2,78,20003.8,-54.58,0,1
344,79,20005.2,80,20003.8,-34.58,0,1
344,81,20006.5,83,20002,-14.58,0,1
344,84,20002.2,89,20000,-29.58,0,1
344,90,20000,93,19998.5,-49.58,0,1
344,94,19999.5,95,19997.5,-44.58,0,1
344,96,19998,99,19999.2,-24.58,1,0
345,0,20002.8,1,20004.2,-34.58,1,0
345,2,20005.2,9,20004.8,-19.58,0,1
345,10,20003.8,15,20005.5,-39.58,1,0
345,17,20002.2,18,20003,10.42,0,1
345,19,20004,22,20001.8,-9.58,0,1
345,23,20003.2,37,19999.2,-19.58,1,0
345,38,20000.2,41,19998.8,-59.58,0,1
345,43,20001.8,48,19998.8,20.42,1,0
345,50,19998,51,19998,-4.58,1,0
345,53,19997.8,54,19997.5,-9.58,0,1
345,55,19996.8,58,19996.5,0.42,1,0
345,59,19998.5,62,19996.2,5.42,0,1
345,63,20000.8,64,19996,-99.58,0,1
345,65,20001.5,67,19995.2,-74.58,0,1
345,68,19997.2,75,20001.2,-14.58,1,0
345,76,19999.5,78,19996,-9.58,1,0
345,80,19996.2,82,19995.2,-24.58,0,1
345,83,19996.2,85,19995.8,-9.58,1,0
345,86,19995.8,88,19995.2,-14.58,0,1
345,89,19995.8,91,19996.2,-14.58,1,0
345,94,19994,97,19997,-49.58,1,0
345,98,19994,99,19997.2,-69.58,1,0
346,0,19997.2,1,20000,-59.58,1,0
346,2,20001.5,11,20006,-74.58,0,1
346,12,20006.8,13,20002.8,-84.58,0,1
346,16,20001.2,17,20003.8,-54.58,1,0
346,18,20001.2,21,20004,-44.58,1,0
346,22,20001,27,20003.8,-59.58,1,0
346,28,20007.2,29,20007.5,-9.58,1,0
346,32,20004,33,20003.2,10.42,1,0
346,34,20002.5,40,20002,5.42,1,0
346,41,20001.5,42,20001.2,0.42,1,0
346,43,20002.5,49,20002.2,-9.58,0,1
346,50,20000.8,51,20001.5,-19.58,1,0
346,53,20000.2,55,20002.2,20.42,1,0
346,56,20000.5,58,20003.2,-59.58,1,0
346,60,20002.8,61,20001,-39.58,0,1
346,62,20002.2,66,20001.8,-4.58,0,1
346,67,20003,70,20004.5,-4.58,0,1
346,72,20008.2,78,20002.5,-49.58,0,1
346,79,20002.2,84,20004.5,-99.58,1,0
346,85,20003.8,86,20007.2,-74.58,1,0
346,88,20008.8,89,20004.2,-94.58,0,1
346,90,20004.2,91,20004.5,-9.58,1,0
346,92,20003.5,96,20000,-54.58,0,1
346,97,19999.5,99,20000.8,-29.58,1,0
347,0,20002.8,1,20002.5,-9.58,0,1
347,2,20002.2,3,20003.8,-34.58,1,0
347,6,20002.5,7,20003.2,-19.58,1,0
347,8,20003.5,9,20002.8,-19.58,0,1
347,11,20004,12,20002.8,-29.58,0,1
347,13,20005,17,20001.8,-69.58,0,1
347,18,20004,20,20001.5,-54.58,0,1
347,21,20003.8,22,20001.5,-49.58,0,1
347,24,20001.5,26,20001.8,0.42,0,1
347,27,20001.2,29,20003.2,-44.58,1,0
347,30,20002,31,20001,-24.58,0,1
347,33,20001.8,35,20002.2,5.42,0,1
347,36,20003.2,38,20002,-29.58,0,1
347,39,20001.5,40,20000,-34.58,0,1
347,41,20001.5,48,19997.5,-9.58,0,1
347,49,19997.5,51,19999.5,-44.58,1,0
347,52,19997.8,54,19999.8,35.42,0,1
347,55,20001.2,56,19999.5,-39.58,0,1
347,57,19998.8,59,20000.8,-34.58,1,0
347,60,20003.5,61,20006,-54.58,1,0
347,62,20006.8,66,20002.2,-69.58,0,1
347,67,20004.5,69,20002.2,40.42,1,0
347,70,20001.2,74,19997.8,30.42,1,0
347,75,19999.8,83,19998.5,20.42,1,0
347,85,20000.2,87,19996,-89.58,0,1
347,88,20000.8,89,20001.8,-24.58,1,0
347,90,19998,99,20001.2,-59.58,1,0
348,0,20003.5,2,19999.5,-84.58,0,1
348,3,19999.2,7,19996.2,45.42,1,0
348,8,19995.5,9,19997.5,-44.58,1,0
348,10,19995.5,11,19997.2,-39.58,1,0
348,13,19997,16,19988.2,-179.58,0,1
348,17,19989.5,18,19988,-34.58,0,1
348,19,19986.8,21,19992,-109.58,1,0
348,22,19992,23,19994.8,-59.58,1,0
348,25,19991.8,31,19982.8,-19.58,0,1
348,33,19986.2,37,19988.2,-104.58,1,0
348,38,19981.5,42,19984.8,55.42,0,1
348,43,19982.2,44,19984.5,-49.58,1,0
348,45,19982.2,48,19985,-34.58,1,0
348,49,19983,51,19983.5,-14.58,1,0
348,52,19983.8,53,19983.5,-9.58,0,1
348,54,19983.2,57,19985.5,-69.58,1,0
348,58,19983,63,19982.5,-19.58,0,1
348,64,19984,66,19982.5,-49.58,0,1
348,67,19983,70,19984,-99.58,0,1
348,74,19984.8,75,19985.2,-14.58,1,0
348,76,19988,77,19988.2,-9.58,1,0
348,78,19985.2,79,19990.2,-104.58,1,0
348,80,19989.2,81,19989.8,-14.58,1,0
348,82,19990,83,19991,-24.58,1,0
348,84,19990.2,88,19988,-49.58,0,1
348,89,19990,91,19990.2,-14.58,0,1
348,92,19990.8,93,19991.2,-14.58,1,0
348,94,19990.8,95,19991.2,-14.58,1,0
349,1,20008.5,2,20004.5,-84.58,0,1
349,4,20008.5,10,20009,5.42,0,1
349,11,20008.5,12,20008.2,-9.58,0,1
349,13,20008,16,20009.8,-39.58,1,0
349,17,20009.8,18,20008.8,-24.58,0,1
349,20,20010,21,20009.5,-14.58,0,1
349,22,20007.2,23,20010,-59.58,1,0
349,26,20008.5,27,20010,-34.58,1,0
349,28,20004.5,31,20005.5,-24.58,1,0
349,32,20006.2,33,20005.8,-14.58,0,1
349,34,20007.2,35,20009.8,-54.58,1,0
349,36,20009.2,38,20009,-4.58,1,0
349,40,20009.2,42,20006.5,50.42,1,0
349,43,20009.2,47,19999.5,-74.58,0,1
349,48,19999.2,49,20006,-139.58,1,0
349,50,20008,54,20007.8,0.42,1,0
349,55,20007.8,58,20009.2,-19.58,0,1
349,60,20009.8,61,20010.5,-19.58,1,0
349,62,20010.5,65,20009.5,-24.58,0,1
349,66,20008.8,67,20006.8,-44.58,0,1
349,68,20009.2,70,20015.5,-129.58,1,0
349,71,20017,72,20018.2,-29.58,1,0
349,73,20012.2,77,20012,-9.58,0,1
349,78,20016,84,20003.2,-259.58,0,1
349,85,20004.5,87,20001.2,5.42,1,0
349,88,20003.2,96,19999.5,-54.58,0,1
350,2,19996.2,3,19993.8,-54.58,0,1
350,4,19994.5,7,19996,-34.58,1,0
350,8,19997.2,9,19993.5,-79.58,0,1
350,10,19994.8,12,19994.2,-34.58,0,1
350,14,19995.5,17,19993.5,-44.58,0,1
350,18,19993,20,19993.5,-14.58,1,0
350,21,19998.2,22,19999,-19.58,1,0
350,23,19999.2,24,19994,-109.58,0,1
350,26,19998.8,31,19997.2,0.42,1,0
350,32,19999.2,34,19998.8,5.42,1,0
350,35,19999,38,19995.5,30.42,1,0
350,39,20001,42,19997.5,-74.58,0,1
350,43,20001,45,19999.5,-34.58,0,1
350,46,19998,51,19999.5,5.42,1,0
350,52,19998.2,54,19997.5,-19.58,0,1
350,55,19996.8,58,19993.5,-74.58,0,1
350,59,19994.8,60,19998.8,-84.58,1,0
350,63,19996.2,64,20000.5,-89.58,1,0
350,66,19994.5,67,19999.8,-109.58,1,0
350,68,20002.8,72,19998,-99.58,0,1
350,73,19995.5,76,20000.8,-124.58,1,0
350,77,20001.5,78,20006.2,-99.58,1,0
350,79,20000.8,80,19999.2,-34.58,0,1
350,81,20003,83,20006.2,-69.58,1,0
350,84,20006.5,85,20006.8,0.42,0,1
350,86,20005.8,90,20007,-69.58,1,0
350,91,20006.2,93,20006.5,0.42,0,1
350,94,20007.8,96,20008.8,-89.58,1,0
350,97,20009.2,99,20008.2,-24.58,0,1
351,0,19996.5,1,20001,-94.58,1,0
351,2,20000.8,3,19995.8,95.42,1,0
351,5,19992,12,19990.5,-14.58,0,1
351,13,19992,14,19990.5,-34.58,0,1
351,15,19990.5,18,19990,-29.58,0,1
351,19,19990,23,19992.5,-54.58,1,0
351,24,19992.8,25,19989.8,-64.58,0,1
351,26,19991.8,28,19990.8,15.42,1,0
351,29,19989.8,32,19994.5,-74.58,1,0
351,33,19994.5,34,19991.5,-64.58,0,1
351,35,19991,37,19992.2,-29.58,1,0
351,38,19991.2,41,19989.5,-39.58,0,1
351,42,19990.5,44,19991.2,-19.58,0,1
351,45,19989.8,48,19991.5,-4.58,0,1
351,49,19990.5,53,19988.8,-69.58,0,1
351,54,19988.8,56,19989.8,-24.58,1,0
351,57,19991.2,58,19992,10.42,0,1
351,59,19992.2,60,19992.2,-4.58,0,1
351,62,19992.5,71,19988.2,-94.58,0,1
351,72,19988.8,80,19992,25.42,0,1
351,81,19992,85,19990.8,-49.58,0,1
351,86,19989.2,89,19986,20.42,1,0
351,90,19989,91,19991.5,-54.58,1,0
351,92,19989.8,99,19983.8,-99.58,0,1
352,0,20004.2,2,19999.8,-94.58,0,1
352,3,19998,4,19999.8,-39.58,1,0
352,5,20001.8,7,20002,-94.58,1,0
352,8,20004,11,20004,-4.58,1,0
352,12,20004.8,13,20005.5,-19.58,1,0
352,14,20000.8,16,19999,-14.58,0,1
352,17,19999,18,20001.2,-49.58,1,0
352,19,19998.5,24,19999.5,-34.58,1,0
352,25,19997.8,27,19998.8,-24.58,1,0
352,29,19997.5,30,19998.8,-29.58,1,0
352,31,19997.2,33,19998.5,-29.58,1,0
352,34,19997.5,35,19995,-54.58,0,1
352,36,19995,39,19996.2,-29.58,1,0
352,40,19995,41,19994.8,-9.58,0,1
352,42,19996.8,45,19995,-89.58,0,1
352,46,19996.5,47,19995,-34.58,0,1
352,48,20001.2,49,20001.2,-4.58,0,1
352,50,19999.5,52,20005,105.42,0,1
352,53,20002.5,55,20000.2,40.42,1,0
352,57,19999.2,61,20001.2,-44.58,1,0
352,62,19998.2,66,19998.8,40.42,1,0
352,69,19995,70,19994.5,-14.58,0,1
352,71,19994.5,72,19997.5,-64.58,1,0
352,73,19996,76,19994.8,-29.58,0,1
352,79,19996.5,80,19996.5,-4.58,1,0
352,81,19996.2,82,19996.5,-9.58,1,0
352,83,19996.2,86,19996.8,-14.58,1,0
352,88,19996.8,90,19996,-19.58,0,1
352,92,19997,93,19995.8,-29.58,0,1
352,94,19997,96,19995.8,-29.58,0,1
352,97,19996.2,98,19996.5,0.42,0,1
353,0,20006.5,6,20007.2,-64.58,1,0
353,13,20006.2,14,20005,20.42,1,0
353,16,20008.5,17,20006,-54.58,0,1
353,18,20008.2,21,20006.8,-34.58,0,1
353,22,20005,23,20006,15.42,0,1
353,24,20006.2,27,20007,10.42,0,1
353,28,20009,29,20008,-24.58,0,1
353,30,20009.2,33,20007.5,-39.58,0,1
353,34,20009.8,38,20010.5,-19.58,1,0
353,39,20008.2,41,20007.8,-14.58,0,1
353,42,20011.8,46,20003.8,-114.58,0,1
353,47,20003.8,48,20005.5,-39.58,1,0
353,49,20005.2,52,20003.2,-29.58,0,1
353,53,20005,55,20003,-44.58,0,1
353,57,20006,58,20003,-64.58,0,1
353,59,20002.2,60,20003.8,-34.58,1,0
353,61,20003,64,20008.5,-114.58,1,0
353,65,20008,72,20006.5,0.42,1,0
353,73,20003,77,20002.8,-4.58,1,0
353,78,20002.2,79,20007.5,-109.58,1,0
353,80,20006.2,82,20003,-69.58,0,1
353,83,20003,84,20000,-64.58,0,1
353,85,20001.2,86,20004,-59.58,1,0
353,87,20000,88,20004.2,-89.58,1,0
353,89,20001.8,90,20001.8,-4.58,1,0
353,91,20000.5,94,20003.2,-59.58,1,0
353,96,20004.8,97,20003.2,-34.58,0,1
354,1,19999.8,3,19998.2,25.42,1,0
354,4,19995.8,5,19996.2,-14.58,1,0
354,6,19996.8,8,19995.5,-29.58,0,1
354,9,19995.5,11,19995.8,-14.58,1,0
354,12,19998.8,13,19997.5,-29.58,0,1
354,14,19999.2,15,19999,-9.58,0,1
354,16,19999.8,20,19999.8,-4.58,1,0
354,21,20000,26,20002.5,-109.58,1,0
354,27,20002.5,28,19999.8,-59.58,0,1
354,31,19995,32,19997.5,45.42,0,1
354,34,19997.5,37,19997,-19.58,0,1
354,38,19997.5,39,19997,5.42,1,0
354,41,19996.8,48,19992.5,-4.58,1,0
354,50,19994.8,51,19995.5,10.42,0,1
354,52,19996.8,53,19997,-9.58,1,0
354,55,19996.5,56,19992.5,-84.58,0,1
354,57,19991.8,58,19997.2,-114.58,1,0
354,59,19995.2,61,19996.2,-24.58,1,0
354,62,19997,65,19996,-9.58,1,0
354,66,19993,72,19992,50.42,1,0
354,73,19992.2,75,19991,-29.58,0,1
354,76,19993.8,78,19993.5,-54.58,1,0
354,79,19991,82,19997,-9.58,1,0
354,83,19995.2,85,19994.8,0.42,1,0
354,86,19997,96,19995.5,5.42,1,0
354,97,19999,98,20002,55.42,0,1
355,0,20004.2,2,20004.8,-14.58,1,0
355,3,20007.2,6,20002.2,-104.58,0,1
355,7,20004.8,11,20002.5,-74.58,1,0
355,12,20004.5,14,20003,-44.58,0,1
355,16,19999,20,19999.5,-4.58,1,0
355,21,19999,28,19999.8,-19.58,0,1
355,29,19998.8,34,20002.2,15.42,1,0
355,36,20002.8,39,19998,40.42,1,0
355,40,19997.2,43,19997.5,30.42,0,1
355,44,19997.8,53,19996.8,10.42,0,1
355,54,20000.2,56,19996.2,-84.58,0,1
355,57,19994,58,19994.5,5.42,0,1
355,59,19997.8,61,20002.8,-94.58,1,0
355,62,20002.8,65,20003.2,-64.58,0,1
355,66,20003.5,67,20003.2,0.42,1,0
355,68,20007.8,69,20003.5,-89.58,0,1
355,70,20007.8,72,20003.8,-44.58,0,1
355,73,20002,74,20002.8,-19.58,1,0
355,76,19996.2,78,19996.8,-14.58,1,0
355,79,19999.2,81,19997,-49.58,0,1
355,82,19997.5,84,19998.5,15.42,0,1
355,86,19998.2,87,19994.2,-84.58,0,1
355,88,19996.5,89,19999.8,-69.58,1,0
355,91,20001,97,19997,-84.58,0,1
355,98,19995,99,19997.8,-59.58,1,0
356,0,20007.5,5,20003.2,-9.58,0,1
356,6,20002.8,7,20005.8,-64.58,1,0
356,8,20003.5,9,20005,-34.58,1,0
356,10,20006.5,11,20006.8,-9.58,1,0
356,12,20006.8,17,20006.2,-14.58,0,1
356,18,20006.2,19,20006.8,-14.58,1,0
356,21,20006.2,23,20007,-19.58,1,0
356,24,20004.8,27,20007.2,-54.58,1,0
356,28,20005.5,33,20003.8,-34.58,1,0
356,34,20001.8,35,20000.8,15.42,1,0
356,36,20000,39,20005,-104.58,1,0
356,41,20005.2,42,20005,-9.58,0,1
356,43,20005.5,44,20007.5,-44.58,1,0
356,45,20007.5,48,20007.2,-9.58,0,1
356,49,20007.5,54,20004.8,-59.58,0,1
356,55,20006.8,56,20006.2,5.42,1,0
356,57,20007.8,67,20006,-74.58,0,1
356,68,20009.8,69,20009.8,-4.58,0,1
356,70,20009.2,73,20009.8,-9.58,0,1
356,74,20010,76,20005,-104.58,0,1
356,77,20005.5,78,20004.5,-24.58,0,1
356,79,20009.5,80,20007,-54.58,0,1
356,81,20005,83,20005.8,-19.58,1,0
356,84,20003.5,88,20002.2,20.42,1,0
356,89,20004.2,93,20001.2,-69.58,0,1
356,94,20000.5,95,19999.8,10.42,1,0
356,96,20002.8,98,20005.2,-54.58,1,0
357,0,20000.8,2,19997.8,-64.58,0,1
357,4,19991.2,5,19995,-79.58,1,0
357,6,19994,8,19997,-74.58,1,0
357,9,19993.8,12,20000.5,-139.58,1,0
357,14,19999.5,15,20001,-34.58,1,0
357,16,20001.2,17,20000,-29.58,0,1
357,19,19999.5,20,19996.2,-69.58,0,1
357,21,19996.2,22,20001,90.42,0,1
357,23,20000.2,24,20000.2,-4.58,1,0
357,25,19999.2,26,20002.2,55.42,0,1
357,27,19999.8,28,20003,-69.58,1,0
357,29,20002.8,30,20003.5,-19.58,1,0
357,32,20003.8,33,20003.5,0.42,1,0
357,34,20004.5,35,20002.2,-49.58,0,1
357,36,20004.5,37,20002,-54.58,0,1
357,38,20002.2,42,20003,-14.58,0,1
357,43,20002.8,46,20004.8,-79.58,1,0
357,47,20005,48,20004,-24.58,0,1
357,49,20003.2,54,20002.2,-34.58,1,0
357,55,20000,58,20001,0.42,1,0
357,59,20001.2,61,19998.2,55.42,1,0
357,62,19999.8,63,19994.8,-104.58,0,1
357,64,19995.5,68,19996,-34.58,0,1
357,69,19993.2,70,19991.5,-39.58,0,1
357,71,19997.5,72,19997.2,-9.58,0,1
357,73,19999.8,82,19995.2,-14.58,1,0
357,83,19994.8,84,19994.5,-9.58,0,1
357,85,19995.5,88,19994.2,-29.58,0,1
357,89,19995,94,19997.5,-34.58,1,0
357,96,19998,97,20000,-44.58,1,0
358,0,20003,1,20005.5,-54.58,1,0
358,2,20005.5,3,20006,-14.58,1,0
358,4,20004.5,7,20003.8,-24.58,0,1
358,8,20005.5,9,20004.8,-19.58,0,1
358,10,20006.2,11,20006.5,0.42,0,1
358,12,20008,13,20002.8,-109.58,0,1
358,15,20000.8,16,20000.2,-14.58,0,1
358,17,20001,18,19998.8,-49.58,0,1
358,20,19997.8,21,19999,-29.58,1,0
358,23,20000.8,24,19998.8,-44.58,0,1
358,26,19999.5,27,20001.2,-39.58,1,0
358,28,19997,30,20000,-64.58,1,0
358,31,20002.2,34,20002.2,-14.58,1,0
358,36,20000.8,38,19998.8,35.42,1,0
358,39,19996.8,41,19996.5,0.42,1,0
358,43,19995.5,44,19991,-94.58,0,1
358,45,19990.2,47,19991,-19.58,1,0
358,48,19993.5,49,19991.8,-39.58,0,1
358,50,19991.8,52,19991.8,5.42,1,0
358,53,19990.5,58,19995.5,-109.58,1,0
358,59,19999.2,64,19999.8,5.42,0,1
358,65,19998.2,67,20001,-74.58,1,0
358,68,20001.5,69,20001.2,-9.58,0,1
358,70,20000.8,71,20000.5,-9.58,0,1
358,72,20001.5,81,20005,0.42,0,1
358,83,20002.5,88,19999.8,-39.58,0,1
358,89,20001.5,91,19999.2,-49.58,0,1
358,92,20001.5,93,19997.5,-84.58,0,1
358,94,19997.5,95,19999,-34.58,1,0
358,96,19999.5,98,20000.2,-19.58,1,0
359,0,20003.8,3,20006.8,55.42,0,1
359,4,20008.8,10,20005.5,-74.58,0,1
359,11,20005.5,13,20008.5,-9.58,0,1
359,14,20003,15,20009.8,-139.58,1,0
359,16,20009.2,21,19997.8,-129.58,0,1
359,22,20004,27,20002.5,-79.58,0,1
359,28,20003.8,31,20002,-39.58,0,1
359,32,20001.5,33,19999.5,-44.58,0,1
359,34,19997.2,36,20004,-139.58,1,0
359,37,19997,38,19997.5,-14.58,1,0
359,39,19997,40,19996.2,-19.58,0,1
359,41,19998.2,47,19998,-9.58,0,1
359,48,20000.2,49,19997.5,-59.58,0,1
359,50,19998.2,51,19997.8,-14.58,0,1
359,53,20002,61,20000.5,-49.58,0,1
359,62,20003,65,19998.5,-94.58,0,1
359,66,20002.8,68,20006,-49.58,1,0
359,69,20007,70,20005,-44.58,0,1
359,71,20006.8,72,20005,30.42,1,0
359,73,20005.2,75,20003.8,-34.58,0,1
359,77,20007,81,20005.8,10.42,0,1
359,82,20002.8,83,20002,-19.58,0,1
359,85,20000.8,86,20005,-89.58,1,0
359,87,20000,88,19998.5,25.42,1,0
359,89,19999.8,90,19997.5,-49.58,0,1
359,91,19998,92,19999,15.42,0,1
360,0,19995.5,1,19994.8,10.42,1,0
360,2,19994,4,19995.2,20.42,0,1
360,5,19996,6,19995.2,-19.58,0,1
360,7,19991.5,10,19993.5,-44.58,1,0
360,11,19991,17,19991.8,60.42,0,1
360,18,19988.5,20,19996.5,-164.58,1,0
360,21,19996.5,22,19997.2,-19.58,1,0
360,23,19996.2,24,19998.8,-54.58,1,0
360,25,19998.8,26,19999,-9.58,1,0
360,27,19998.2,32,20000.2,-24.58,1,0
360,33,20000.5,35,20001.2,10.42,0,1
360,38,20007.2,41,20005.2,-44.58,0,1
360,42,20009.5,43,20001.8,-159.58,0,1
360,44,20009.2,45,20009.8,-14.58,1,0
360,46,20009.8,47,20009,-19.58,0,1
360,48,20006.5,51,20008.8,-49.58,1,0
360,53,20007.8,55,20003.2,85.42,1,0
360,56,20003.2,57,20004.5,20.42,0,1
360,58,20004.2,60,20000,-89.58,0,1
360,61,20002,64,19999.5,45.42,1,0
360,65,19991.2,67,19992.5,-29.58,1,0
360,68,19991.5,72,20008.5,-344.58,1,0
360,73,20008,74,20007.5,-14.58,0,1
360,75,20004.5,76,20005.8,-29.58,1,0
360,77,20005.5,78,20005.2,0.42,1,0
360,79,20007.8,81,20006.8,-24.58,0,1
360,82,20006.5,86,20008,-34.58,1,0
360,87,20008.5,90,20005.8,-59.58,0,1
360,91,20007,93,20006.8,-9.58,0,1
360,94,20004.5,99,20001,0.42,1,0
361,0,20004,1,19999.8,-89.58,0,1
361,2,19999,3,19998.5,-14.58,0,1
361,4,20000.2,6,20003.8,-29.58,1,0
361,9,20006.5,12,20003.2,-44.58,0,1
361,13,20001.8,14,20004.8,-64.58,1,0
361,15,20003.8,20,20003.5,55.42,0,1
361,23,19999,27,19998.5,-19.58,1,0
361,31,19996.8,32,19999.8,-64.58,1,0
361,34,20001.2,35,19998.5,-59.58,0,1
361,36,19999.8,37,19997,50.42,1,0
361,38,19997.2,39,19998.2,15.42,0,1
361,41,19998.8,47,20003.2,-49.58,1,0
361,48,19999.5,52,20005.5,-124.58,1,0
361,53,20004,56,19999,-49.58,0,1
361,57,19998,60,20000.2,-49.58,1,0
361,62,19994.8,65,19994.5,0.42,1,0
361,66,19995.5,67,19992,-74.58,0,1
361,70,19989.8,72,19993.5,-79.58,1,0
361,73,19995.2,75,19992.8,45.42,1,0
361,77,19989.8,80,19993,-69.58,1,0
361,81,19990.8,83,19991.5,5.42,1,0
361,84,19992.2,85,19993.2,15.42,0,1
361,86,19994.5,87,19995,-14.58,1,0
361,88,19996.8,92,20000,-94.58,1,0
361,93,19997.5,97,20002.2,-9.58,1,0
362,1,19990,2,19991.2,-29.58,1,0
362,3,19992,4,19992,-4.58,0,1
362,6,19993.8,9,19993,10.42,0,1
362,10,19991.5,17,19991,5.42,1,0
362,18,19988.8,20,19989.8,15.42,0,1
362,21,19992.5,22,19992.2,-9.58,0,1
362,23,19995.2,24,19992,-69.58,0,1
362,25,19996,26,19995.5,-14.58,0,1
362,27,19997.2,29,19998.8,25.42,0,1
362,30,19998.5,32,20000.2,-39.58,1,0
362,33,20003,34,20002.8,-9.58,0,1
362,35,19999.8,37,20003.8,-84.58,1,0
362,39,20000.8,42,20000.8,-4.58,1,0
362,44,19999,46,19999.2,-9.58,1,0
362,48,19998.8,51,20002.2,-74.58,1,0
362,53,20001.5,55,20002.5,-29.58,1,0
362,57,20001,64,20003,-14.58,1,0
362,65,20001.2,66,20000.2,15.42,1,0
362,67,20000.5,69,19996.8,-49.58,0,1
362,71,19997.2,82,19993.2,150.42,1,0
362,83,19990.5,88,19984.5,-49.58,1,0
362,89,19983.8,91,19986,-49.58,1,0
362,92,19984.2,93,19982.8,-34.58,0,1
362,94,19981.2,98,19983.5,-49.58,1,0
363,0,19984.5,3,19994.2,-149.58,1,0
363,4,19994.8,5,19985.8,-184.58,0,1
363,6,19990.5,8,20000.2,-199.58,1,0
363,9,19999.5,11,19995.5,-84.58,0,1
363,12,19996.8,13,19998.5,30.42,0,1
363,14,19998,21,19993.8,-39.58,0,1
363,24,20000.5,27,19999.5,-34.58,0,1
363,28,20000.8,29,20002.2,25.42,0,1
363,30,20000.8,33,19996.2,-9.58,1,0
363,34,19997,35,19993.2,-79.58,0,1
363,36,19994,38,19994,-9.58,0,1
363,39,19993.8,42,19994.2,-14.58,1,0
363,43,19992.2,44,19992.5,-9.58,1,0
363,47,19994.2,49,19991.5,-59.58,0,1
363,50,19994.8,52,19991,-79.58,0,1
363,53,19990.5,54,19992,-34.58,1,0
363,55,19991,56,19987.8,-69.58,0,1
363,57,19989.2,58,19988.2,-24.58,0,1
363,59,19988.2,62,19983.2,95.42,1,0
363,64,19986.5,65,19982,-94.58,0,1
363,66,19982.5,67,19983.5,-24.58,1,0
363,68,19981.8,69,19981,-19.58,0,1
363,71,19980.5,72,19980.8,-9.58,1,0
363,74,19982,78,19982,-29.58,0,1
363,79,19984,80,19985.8,30.42,0,1
363,81,19988.2,82,19986.8,-34.58,0,1
363,83,19987.8,87,19986.5,10.42,1,0
363,88,19985.2,90,19985.2,-4.58,1,0
363,91,19986.8,93,19988,20.42,0,1
363,94,19989.2,97,19988.8,0.42,0,1
364,0,20001.2,3,20001.2,-9.58,0,1
364,6,20001.5,8,20001.8,-9.58,1,0
364,9,20001,11,20002,-24.58,1,0
364,13,20001,22,19998.2,-44.58,1,0
364,24,19997.2,25,19994,-69.58,0,1
364,29,19996.8,30,19995.8,-24.58,0,1
364,32,19995.8,33,19997.8,-44.58,1,0
364,34,19994.5,38,19999.5,-39.58,1,0
364,40,19995.8,41,19998,-49.58,1,0
364,42,19998.8,44,20000.5,-39.58,1,0
364,45,20001.2,46,20001.2,-4.58,0,1
364,47,20004,48,20000.2,-79.58,0,1
364,49,20006.2,58,20008.5,-24.58,0,1
364,59,20009.5,63,20004.2,-14.58,0,1
364,64,20003.2,65,20002.2,15.42,1,0
364,66,20002.2,68,20002.2,-4.58,0,1
364,69,20003.8,70,19999,-99.58,0,1
364,71,19998.8,76,20003,10.42,1,0
364,77,20003.5,78,20004,-14.58,1,0
364,79,20003.5,80,20002.2,20.42,1,0
364,81,20004.5,84,20001.5,-64.58,0,1
364,85,20004.8,88,20003.2,-34.58,0,1
364,91,20007.2,93,20008.5,-29.58,1,0
365,1,20001,4,20001.2,-9.58,1,0
365,5,20001,6,20001.5,-14.58,1,0
365,7,20001.5,8,20000.2,-29.58,0,1
365,10,20001.5,13,20001.2,-14.58,0,1
365,14,20000.8,16,20002,-29.58,1,0
365,17,20002,18,20000,-44.58,0,1
365,19,20002,20,20000,-44.58,0,1
365,21,20002.2,25,20001,-34.58,0,1
365,27,20001.5,30,19998,15.42,1,0
365,31,19996.8,32,20002,-109.58,1,0
365,33,20001.8,37,19995.2,-19.58,1,0
365,38,19995.8,39,19993.5,-49.58,0,1
365,42,19989.2,43,19992.5,-69.58,1,0
365,44,19988.8,45,19989,-9.58,1,0
365,47,19988,48,19990.2,-49.58,1,0
365,49,19992.5,50,19993.8,-29.58,1,0
365,51,19992.2,52,19994,-39.58,1,0
365,53,19995.8,54,19998.8,-64.58,1,0
365,55,19998.5,57,19999.8,-29.58,1,0
